"","publishstate","country","region","year","gho","value","unregion"
"997","Published","Sweden","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"998","Published","Sweden","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"999","Published","Sweden","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"1000","Published","Sweden","Europe",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"1001","Published","Sweden","Europe",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"1002","Published","Sweden","Europe",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"1003","Published","Slovenia","Europe",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1004","Published","Slovenia","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1005","Published","Slovenia","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1006","Published","Seychelles","Africa",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.1,NA
"1007","Published","Syrian Arab Republic","Eastern Mediterranean",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.7,NA
"1008","Published","Chad","Africa",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",62.9,NA
"1009","Published","Chad","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",38.4,NA
"1010","Published","Togo","Africa",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",55.6,NA
"1011","Published","Togo","Africa",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",54.2,NA
"1012","Published","Togo","Africa",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",49.2,NA
"1013","Published","Thailand","South-East Asia",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.5,NA
"1014","Published","Thailand","South-East Asia",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.1,NA
"1015","Published","Thailand","South-East Asia",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,NA
"1016","Published","Thailand","South-East Asia",2006,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.7,NA
"1017","Published","Thailand","South-East Asia",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"1018","Published","Thailand","South-East Asia",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1019","Published","Thailand","South-East Asia",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.2,NA
"1020","Published","Thailand","South-East Asia",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1021","Published","Thailand","South-East Asia",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1022","Published","Thailand","South-East Asia",2012,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.1,NA
"1023","Published","Thailand","South-East Asia",2013,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1024","Published","Sweden","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.5,NA
"1025","Published","Eswatini","Africa",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",48.4,NA
"1026","Published","Eswatini","Africa",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",42,NA
"1027","Published","Tajikistan","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",30.8,NA
"1028","Published","Tajikistan","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",15.4,NA
"1029","Published","Tajikistan","Europe",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",10.4,NA
"1030","Published","Tajikistan","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.7,NA
"1031","Published","Tajikistan","Europe",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.8,NA
"1032","Published","Timor-Leste","South-East Asia",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",46,NA
"1033","Published","Timor-Leste","South-East Asia",2007,"Proportion of population below the international poverty line of US$1.90 per day (%)",47,NA
"1034","Published","Timor-Leste","South-East Asia",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",30.7,NA
"1035","Published","Tonga","Western Pacific",2001,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.8,NA
"1036","Published","Tonga","Western Pacific",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",1.1,NA
"1037","Published","Tonga","Western Pacific",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",1,NA
"1038","Published","Tunisia","Eastern Mediterranean",2000,"Proportion of population below the international poverty line of US$1.90 per day (%)",5.9,NA
"1039","Published","Tunisia","Eastern Mediterranean",2005,"Proportion of population below the international poverty line of US$1.90 per day (%)",3.3,NA
"1040","Published","Tunisia","Eastern Mediterranean",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",2,NA
"1041","Published","Tunisia","Eastern Mediterranean",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
"1042","Published","Turkey","Europe",2002,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.5,NA
"1043","Published","Turkey","Europe",2003,"Proportion of population below the international poverty line of US$1.90 per day (%)",4.2,NA
"1044","Published","Turkey","Europe",2004,"Proportion of population below the international poverty line of US$1.90 per day (%)",2.2,NA
"1045","Published","Thailand","South-East Asia",2014,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1046","Published","Thailand","South-East Asia",2015,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1047","Published","Thailand","South-East Asia",2016,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1048","Published","Thailand","South-East Asia",2017,"Proportion of population below the international poverty line of US$1.90 per day (%)",0,NA
"1049","Published","Turkey","Europe",2008,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.6,NA
"1050","Published","Turkey","Europe",2009,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.9,NA
"1051","Published","Turkey","Europe",2010,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.8,NA
"1052","Published","Turkey","Europe",2011,"Proportion of population below the international poverty line of US$1.90 per day (%)",0.3,NA
